Année,T2M_MAX,T2M_MIN,RH2M,RR,WS10M,WD10M,TS,PS,Région
2010-10-31,32.7,22.64,64.32,0.03,1.71,71.4,26.78,96.66,SAMANKO
2010-11-01,33.43,22.24,70.63,0.73,2.0,127.2,27.74,96.6,SAMANKO
2010-11-02,32.59,22.12,73.73,0.0,2.19,179.0,27.21,96.56,SAMANKO
2010-11-03,32.47,22.19,74.04,0.0,2.17,342.2,27.37,96.53,SAMANKO
2010-11-04,31.75,21.98,59.17,0.0,2.64,43.8,25.41,96.58,SAMANKO
2010-11-05,33.46,19.23,53.69,0.0,1.17,249.4,26.28,96.6,SAMANKO
2010-11-06,33.01,20.25,61.53,0.0,1.36,312.5,26.85,96.69,SAMANKO
2010-11-07,32.81,17.83,58.04,0.01,2.1,354.6,25.66,96.62,SAMANKO
2010-11-08,31.05,18.66,66.99,0.32,2.44,95.6,24.82,96.58,SAMANKO
2010-11-09,28.77,20.94,72.19,0.02,2.31,116.0,24.36,96.62,SAMANKO
2010-11-10,33.4,19.62,61.51,0.02,3.07,30.6,26.4,96.71,SAMANKO
2010-11-11,33.29,18.51,52.41,0.0,5.41,43.0,25.04,96.91,SAMANKO
2010-11-12,33.84,17.41,51.24,0.0,4.66,44.6,24.68,96.73,SAMANKO
2010-11-13,34.52,17.43,49.65,0.0,3.28,28.8,25.42,96.42,SAMANKO
2010-11-14,34.93,17.72,49.91,0.0,2.49,71.1,26.5,96.42,SAMANKO
2010-11-15,34.34,20.68,60.41,0.0,2.7,149.4,27.58,96.68,SAMANKO
2010-11-16,34.17,23.32,59.21,0.0,2.3,106.1,28.3,96.82,SAMANKO
2010-11-17,34.33,23.1,53.58,0.05,1.77,15.0,28.04,96.62,SAMANKO
2010-11-18,34.04,20.65,49.83,0.0,3.57,63.1,26.97,96.49,SAMANKO
2010-11-19,33.91,18.05,50.99,0.04,3.81,67.8,26.05,96.59,SAMANKO
2010-11-20,34.38,17.77,47.55,0.0,3.76,62.6,25.55,96.68,SAMANKO
2010-11-21,34.49,17.13,45.64,0.0,3.59,61.6,25.52,96.53,SAMANKO
2010-11-22,34.46,17.69,44.81,0.0,3.5,64.1,25.93,96.39,SAMANKO
2010-11-23,34.59,19.9,53.27,0.0,3.42,84.0,27.7,96.4,SAMANKO
2010-11-24,34.43,20.3,51.29,0.0,3.46,83.6,27.01,96.5,SAMANKO
2010-11-25,34.16,17.3,41.34,0.0,3.8,76.9,25.25,96.6,SAMANKO
2010-11-26,34.15,16.96,37.81,0.0,3.69,74.1,24.93,96.55,SAMANKO
2010-11-27,34.82,19.56,35.84,0.0,2.91,72.9,25.55,96.58,SAMANKO
2010-11-28,34.36,17.04,38.17,0.0,3.99,76.7,24.86,96.66,SAMANKO
2010-11-29,34.52,17.9,41.93,0.0,3.59,81.6,25.11,96.64,SAMANKO
2010-11-30,34.96,17.05,37.84,0.0,3.49,71.1,25.36,96.65,SAMANKO
2010-12-01,34.42,16.29,35.54,0.0,3.66,68.3,24.64,96.52,SAMANKO
2010-12-02,33.97,14.73,34.28,0.0,3.57,76.8,23.82,96.49,SAMANKO
2010-12-03,34.57,18.91,29.02,0.0,2.52,99.0,24.67,96.58,SAMANKO
2010-12-04,34.38,17.84,30.45,0.0,2.74,91.6,24.88,96.62,SAMANKO
2010-12-05,34.68,19.27,31.14,0.0,2.89,89.9,25.12,96.69,SAMANKO
2010-12-06,34.56,19.08,35.15,0.0,2.8,93.5,25.96,96.61,SAMANKO
2010-12-07,34.16,18.31,34.52,0.0,2.87,98.5,25.75,96.54,SAMANKO
2010-12-08,33.96,17.13,36.08,0.0,3.47,109.8,25.1,96.58,SAMANKO
2010-12-09,32.0,16.47,44.04,0.0,3.18,101.9,24.47,96.68,SAMANKO
2010-12-10,32.83,16.22,34.37,0.0,3.94,88.0,24.06,96.75,SAMANKO
2010-12-11,32.53,14.43,31.11,0.0,3.66,72.8,23.13,96.62,SAMANKO
2010-12-12,31.31,15.34,29.95,0.0,3.16,67.9,22.23,96.38,SAMANKO
2010-12-13,31.9,13.48,29.67,0.0,2.77,87.8,22.92,96.29,SAMANKO
2010-12-14,32.53,15.84,36.0,0.0,3.39,97.9,24.08,96.52,SAMANKO
2010-12-15,32.99,15.94,35.27,0.0,3.67,80.1,24.25,96.68,SAMANKO
2010-12-16,30.92,16.3,31.91,0.0,2.92,81.8,23.48,96.53,SAMANKO
2010-12-17,30.43,19.02,33.16,0.0,2.56,76.8,23.46,96.44,SAMANKO
2010-12-18,34.7,17.63,35.48,0.0,3.04,92.5,26.12,96.43,SAMANKO
2010-12-19,35.51,18.58,38.89,0.0,3.55,101.8,27.02,96.6,SAMANKO
2010-12-20,35.36,19.51,39.34,0.0,3.58,67.6,27.23,96.72,SAMANKO
2010-12-21,34.92,18.03,34.82,0.0,4.04,65.4,25.98,96.63,SAMANKO
2010-12-22,34.82,17.28,31.41,0.0,3.19,100.4,25.72,96.51,SAMANKO
2010-12-23,34.61,18.59,29.62,0.0,2.68,99.9,25.48,96.48,SAMANKO
2010-12-24,35.0,17.0,31.93,0.0,3.37,96.0,25.91,96.52,SAMANKO
2010-12-25,34.3,17.44,33.88,0.0,3.39,102.9,25.54,96.59,SAMANKO
2010-12-26,34.8,18.44,30.37,0.0,2.42,81.0,26.13,96.59,SAMANKO
2010-12-27,32.7,18.78,29.04,0.0,2.9,59.2,24.57,96.58,SAMANKO
2010-12-28,33.48,17.96,27.15,0.0,4.61,70.2,24.72,96.54,SAMANKO
2010-12-29,32.32,15.67,28.69,0.0,4.23,63.9,23.5,96.56,SAMANKO
2010-12-30,29.91,18.37,28.8,0.01,3.49,46.5,23.49,96.69,SAMANKO
2010-12-31,27.94,16.68,33.15,0.05,3.77,63.7,22.34,96.66,SAMANKO
2011-01-01,29.31,15.41,32.14,0.0,4.42,72.1,22.52,96.59,SAMANKO
2011-01-02,30.51,14.68,32.77,0.0,4.22,66.6,22.43,96.51,SAMANKO
2011-01-03,31.54,13.96,30.36,0.0,4.18,64.5,22.78,96.52,SAMANKO
2011-01-04,32.01,14.0,28.96,0.0,4.16,64.0,22.99,96.6,SAMANKO
2011-01-05,32.71,13.71,27.87,0.0,4.11,64.3,23.35,96.63,SAMANKO
2011-01-06,33.38,13.95,27.96,0.0,3.8,70.8,24.02,96.58,SAMANKO
2011-01-07,33.77,15.72,27.86,0.0,4.19,78.2,24.84,96.63,SAMANKO
2011-01-08,33.02,15.19,29.32,0.0,4.82,75.2,24.3,96.67,SAMANKO
2011-01-09,31.02,16.32,28.01,0.0,4.69,73.3,23.37,96.74,SAMANKO
2011-01-10,31.16,16.24,27.63,0.0,4.61,71.3,23.75,96.8,SAMANKO
2011-01-11,30.64,14.08,30.27,0.0,4.43,60.8,22.87,96.85,SAMANKO
2011-01-12,30.24,14.21,30.52,0.0,4.26,61.0,22.34,96.86,SAMANKO
2011-01-13,30.59,12.79,26.33,0.0,4.22,49.4,22.3,96.7,SAMANKO
2011-01-14,30.67,15.53,23.96,0.0,4.09,60.4,23.52,96.62,SAMANKO
2011-01-15,32.73,16.67,25.39,0.0,4.29,74.0,25.32,96.64,SAMANKO
2011-01-16,31.51,16.43,27.24,0.0,4.68,71.3,24.09,96.77,SAMANKO
2011-01-17,31.03,16.81,27.67,0.0,4.97,59.9,24.03,96.77,SAMANKO
2011-01-18,30.45,15.75,26.52,0.0,3.98,71.0,23.71,96.65,SAMANKO
2011-01-19,30.95,14.58,26.73,0.0,3.85,79.8,23.52,96.53,SAMANKO
2011-01-20,34.02,15.41,25.25,0.0,3.6,82.6,25.47,96.36,SAMANKO
2011-01-21,33.4,17.24,26.32,0.0,3.52,72.0,25.91,96.37,SAMANKO
2011-01-22,34.52,18.96,24.46,0.0,3.24,78.0,26.9,96.32,SAMANKO
2011-01-23,33.62,16.33,27.24,0.0,2.86,104.1,25.54,96.34,SAMANKO
2011-01-24,35.87,18.41,25.06,0.0,2.88,112.8,27.21,96.4,SAMANKO
2011-01-25,36.5,18.93,31.6,0.0,3.17,116.5,28.47,96.45,SAMANKO
2011-01-26,36.7,21.12,29.6,0.0,2.61,99.3,29.09,96.42,SAMANKO
2011-01-27,36.12,18.97,25.96,0.0,4.24,41.3,27.9,96.48,SAMANKO
2011-01-28,36.9,17.69,25.83,0.0,5.14,60.9,27.48,96.59,SAMANKO
2011-01-29,36.62,17.29,32.98,0.0,4.95,80.2,27.1,96.61,SAMANKO
2011-01-30,36.94,17.52,31.86,0.0,3.33,99.4,27.68,96.58,SAMANKO
2011-01-31,37.75,20.95,29.15,0.0,2.8,120.8,29.42,96.49,SAMANKO
2011-02-01,37.64,21.47,35.76,0.0,2.22,180.1,31.67,96.46,SAMANKO
2011-02-02,36.02,24.07,30.53,0.0,4.6,9.4,31.29,96.5,SAMANKO
2011-02-03,33.31,20.38,36.69,0.0,6.01,44.2,27.9,96.71,SAMANKO
2011-02-04,29.73,17.84,27.08,0.0,6.68,42.8,24.65,96.85,SAMANKO
2011-02-05,30.28,14.91,21.15,0.0,5.44,49.2,23.59,96.82,SAMANKO
2011-02-06,31.7,13.53,20.26,0.0,4.55,44.2,24.05,96.85,SAMANKO
2011-02-07,33.43,15.33,22.85,0.0,4.16,41.2,25.89,96.76,SAMANKO
2011-02-08,34.56,15.97,25.19,0.0,3.64,47.4,27.15,96.61,SAMANKO
2011-02-09,35.41,16.53,26.01,0.0,2.94,50.7,28.36,96.49,SAMANKO
2011-02-10,35.17,17.85,21.91,0.0,2.97,53.0,28.22,96.52,SAMANKO
2011-02-11,36.42,19.62,24.53,0.0,2.87,44.9,29.39,96.6,SAMANKO
2011-02-12,35.5,19.09,24.34,0.0,4.54,28.8,28.16,96.65,SAMANKO
2011-02-13,32.28,18.37,22.05,0.0,4.99,35.5,26.86,96.76,SAMANKO
2011-02-14,32.4,19.25,21.72,0.0,4.87,43.9,26.92,96.82,SAMANKO
2011-02-15,33.91,17.29,18.61,0.0,4.89,43.1,26.63,96.67,SAMANKO
2011-02-16,35.47,15.09,13.87,0.0,4.38,33.8,26.7,96.54,SAMANKO
2011-02-17,35.91,15.62,12.08,0.0,4.48,23.7,26.97,96.52,SAMANKO
2011-02-18,36.46,16.88,17.86,0.0,3.96,44.6,28.09,96.53,SAMANKO
2011-02-19,37.12,17.96,20.86,0.0,4.2,57.4,28.8,96.57,SAMANKO
2011-02-20,37.98,18.21,18.86,0.0,5.13,48.3,29.32,96.61,SAMANKO
2011-02-21,38.39,19.59,16.63,0.0,5.85,50.3,29.47,96.61,SAMANKO
2011-02-22,38.32,18.2,15.09,0.0,4.58,46.3,29.44,96.5,SAMANKO
2011-02-23,37.19,18.29,17.55,0.0,4.39,47.2,28.88,96.46,SAMANKO
2011-02-24,36.68,17.33,17.24,0.0,4.43,65.5,28.16,96.54,SAMANKO
2011-02-25,37.58,17.97,17.18,0.0,3.73,56.5,29.13,96.33,SAMANKO
2011-02-26,35.78,16.73,17.58,0.0,4.57,47.7,27.91,96.33,SAMANKO
2011-02-27,33.41,15.78,16.39,0.0,4.64,52.0,26.31,96.48,SAMANKO
2011-02-28,35.87,16.53,19.15,0.0,3.99,57.3,28.05,96.52,SAMANKO
2011-03-01,36.24,17.21,20.1,0.0,3.42,62.9,28.65,96.52,SAMANKO
2011-03-02,37.38,17.82,19.22,0.0,2.94,47.7,29.78,96.46,SAMANKO
2011-03-03,37.49,18.24,15.84,0.0,3.27,53.9,29.64,96.42,SAMANKO
2011-03-04,36.79,18.69,20.2,0.0,3.67,69.8,29.55,96.46,SAMANKO
2011-03-05,38.86,23.49,19.99,0.0,3.13,79.6,32.83,96.38,SAMANKO
2011-03-06,37.23,25.72,33.63,0.01,2.74,330.6,32.15,96.36,SAMANKO
2011-03-07,39.53,25.03,34.57,0.0,2.7,359.7,33.6,96.32,SAMANKO
2011-03-08,40.3,23.15,20.36,0.0,3.84,31.1,32.98,96.22,SAMANKO
2011-03-09,40.44,22.29,22.8,0.0,2.94,55.2,34.09,96.16,SAMANKO
2011-03-10,39.54,26.21,38.51,0.08,3.5,183.8,35.25,96.27,SAMANKO
2011-03-11,40.9,26.47,32.01,0.0,3.06,184.0,36.47,96.26,SAMANKO
2011-03-12,40.87,27.34,27.95,0.0,2.42,139.5,37.12,96.2,SAMANKO
2011-03-13,37.7,25.67,41.6,0.0,3.52,104.5,33.89,96.24,SAMANKO
2011-03-14,39.16,25.75,36.66,0.07,2.55,277.4,34.33,96.31,SAMANKO
2011-03-15,39.33,24.69,26.99,0.0,3.17,37.7,34.4,96.49,SAMANKO
2011-03-16,37.77,23.89,22.6,0.0,6.72,30.7,32.17,96.52,SAMANKO
2011-03-17,38.0,22.81,25.12,0.0,6.26,42.4,31.27,96.4,SAMANKO
2011-03-18,40.35,21.28,26.33,0.02,3.64,61.4,33.09,96.33,SAMANKO
2011-03-19,40.75,24.39,25.21,0.0,3.27,67.1,34.19,96.25,SAMANKO
2011-03-20,40.09,23.03,22.54,0.01,2.6,63.2,34.15,96.23,SAMANKO
2011-03-21,39.23,22.26,17.96,0.01,4.69,55.2,32.06,96.33,SAMANKO
2011-03-22,37.95,20.55,17.82,0.0,5.37,73.7,30.55,96.45,SAMANKO
2011-03-23,39.23,20.1,18.0,0.0,4.29,84.1,30.95,96.52,SAMANKO
2011-03-24,39.67,21.73,23.65,0.0,3.96,96.8,31.94,96.53,SAMANKO
2011-03-25,40.64,22.37,12.93,0.0,3.89,90.4,32.1,96.38,SAMANKO
2011-03-26,40.8,23.3,25.64,0.0,3.4,103.7,34.0,96.35,SAMANKO
2011-03-27,40.74,23.76,26.84,0.08,3.37,154.3,35.22,96.42,SAMANKO
2011-03-28,40.49,26.64,38.47,0.11,3.99,141.4,36.28,96.52,SAMANKO
2011-03-29,40.12,27.37,35.78,0.65,3.04,167.7,36.01,96.49,SAMANKO
2011-03-30,39.63,26.69,37.12,0.46,3.74,180.3,35.09,96.44,SAMANKO
2011-03-31,40.52,26.21,34.57,0.0,3.35,125.3,35.56,96.45,SAMANKO
2011-04-01,40.17,24.86,15.09,0.0,5.76,62.0,33.09,96.48,SAMANKO
2011-04-02,39.71,21.91,9.28,0.0,5.48,25.3,31.65,96.49,SAMANKO
2011-04-03,39.68,19.47,9.1,0.0,2.84,21.0,31.85,96.32,SAMANKO
2011-04-04,39.15,19.65,12.44,0.0,2.55,125.6,31.97,96.32,SAMANKO
2011-04-05,37.58,23.35,35.07,0.12,4.57,175.6,32.62,96.51,SAMANKO
2011-04-06,34.07,25.93,45.0,2.41,3.03,128.6,30.81,96.62,SAMANKO
2011-04-07,37.2,25.33,36.57,0.28,3.41,73.9,32.26,96.52,SAMANKO
2011-04-08,40.44,20.87,17.05,0.0,5.31,64.1,31.66,96.5,SAMANKO
2011-04-09,40.53,20.83,14.84,0.0,5.05,62.2,31.75,96.46,SAMANKO
2011-04-10,39.8,20.48,21.19,0.77,2.8,86.5,33.93,96.41,SAMANKO
2011-04-11,39.94,26.21,32.37,0.01,4.83,178.7,35.89,96.3,SAMANKO
2011-04-12,38.8,25.51,37.03,0.02,3.9,178.1,34.6,96.31,SAMANKO
2011-04-13,38.77,25.53,33.4,0.01,3.43,199.2,34.74,96.39,SAMANKO
2011-04-14,40.65,25.46,29.05,0.02,2.72,174.1,36.26,96.35,SAMANKO
2011-04-15,41.92,25.89,23.4,0.06,3.26,152.1,36.54,96.09,SAMANKO
2011-04-16,41.74,24.78,23.13,0.16,3.01,137.7,35.73,96.1,SAMANKO
2011-04-17,40.87,27.04,33.24,0.05,3.54,192.0,36.31,96.2,SAMANKO
2011-04-18,41.41,26.95,30.49,0.61,2.51,188.9,37.67,96.21,SAMANKO
2011-04-19,40.94,28.69,34.16,0.25,4.97,217.0,36.82,96.14,SAMANKO
2011-04-20,37.41,29.01,41.71,0.5,4.99,230.6,34.14,96.24,SAMANKO
2011-04-21,42.24,26.82,27.84,0.01,2.5,256.9,37.82,96.19,SAMANKO
2011-04-22,41.92,28.26,32.47,0.0,3.26,176.3,38.16,96.15,SAMANKO
2011-04-23,37.93,30.11,38.22,0.09,3.25,178.0,35.48,96.18,SAMANKO
2011-04-24,37.53,26.63,47.77,2.68,4.41,187.4,33.99,96.4,SAMANKO
2011-04-25,38.73,25.41,45.71,1.95,3.04,190.7,34.76,96.44,SAMANKO
2011-04-26,39.3,26.85,39.81,0.91,2.54,239.7,35.49,96.42,SAMANKO
2011-04-27,39.08,26.8,38.82,0.26,3.41,209.3,35.42,96.4,SAMANKO
2011-04-28,40.62,25.51,38.92,0.5,3.49,207.6,35.93,96.38,SAMANKO
2011-04-29,41.58,26.31,37.09,0.16,4.1,215.2,36.98,96.24,SAMANKO
2011-04-30,41.07,27.68,41.39,0.03,4.84,189.9,36.87,96.17,SAMANKO
2011-05-01,36.91,27.11,48.23,0.74,5.19,176.6,33.88,96.5,SAMANKO
2011-05-02,39.72,26.65,38.38,0.98,2.74,185.7,36.07,96.61,SAMANKO
2011-05-03,38.55,27.31,41.84,1.09,2.23,183.7,36.15,96.61,SAMANKO
2011-05-04,41.74,27.19,35.54,0.0,3.78,32.3,36.16,96.47,SAMANKO
2011-05-05,43.19,26.35,28.27,0.04,3.24,134.0,36.73,96.28,SAMANKO
2011-05-06,41.7,27.33,43.27,1.67,4.74,181.4,37.26,96.32,SAMANKO
2011-05-07,38.1,27.37,48.03,1.35,3.64,219.3,35.29,96.38,SAMANKO
2011-05-08,41.68,27.48,40.69,1.68,2.2,236.9,37.42,96.28,SAMANKO
2011-05-09,35.91,26.38,56.89,4.95,4.49,203.7,32.73,96.38,SAMANKO
2011-05-10,39.14,24.88,50.49,0.55,3.8,206.5,34.41,96.37,SAMANKO
2011-05-11,39.11,26.07,50.28,2.9,4.1,203.8,34.54,96.31,SAMANKO
2011-05-12,36.61,25.37,56.78,4.64,3.12,170.6,32.74,96.37,SAMANKO
2011-05-13,34.53,25.64,59.33,5.47,3.72,157.8,30.4,96.5,SAMANKO
2011-05-14,35.73,23.79,64.0,11.46,3.09,112.6,29.41,96.57,SAMANKO
2011-05-15,31.99,23.53,69.45,6.64,2.52,122.4,27.68,96.51,SAMANKO
2011-05-16,38.02,24.03,53.59,0.01,3.07,297.9,32.51,96.39,SAMANKO
2011-05-17,37.46,25.45,49.23,0.0,2.97,243.6,31.8,96.35,SAMANKO
2011-05-18,36.5,25.25,57.07,0.02,4.37,209.8,31.38,96.37,SAMANKO
2011-05-19,35.29,25.69,62.09,0.35,3.07,206.2,31.06,96.47,SAMANKO
2011-05-20,38.98,25.87,53.58,0.15,2.92,170.6,33.48,96.45,SAMANKO
2011-05-21,33.27,25.51,63.49,5.2,3.3,222.9,29.56,96.53,SAMANKO
2011-05-22,37.43,24.78,58.44,1.51,4.27,213.2,31.24,96.42,SAMANKO
2011-05-23,34.33,23.97,60.25,2.11,4.43,221.1,29.92,96.57,SAMANKO
2011-05-24,36.76,24.51,56.84,2.95,3.46,185.5,31.85,96.61,SAMANKO
2011-05-25,37.82,24.8,53.59,0.78,2.2,214.5,33.13,96.58,SAMANKO
2011-05-26,39.02,24.34,48.76,0.12,2.42,237.8,33.31,96.57,SAMANKO
2011-05-27,39.72,23.88,48.87,0.11,3.63,219.5,33.69,96.48,SAMANKO
2011-05-28,40.02,25.21,48.3,0.44,3.92,212.6,34.97,96.52,SAMANKO
2011-05-29,35.45,26.06,56.7,1.18,4.49,193.5,32.11,96.58,SAMANKO
2011-05-30,32.51,24.77,67.46,3.1,2.95,194.3,29.45,96.71,SAMANKO
2011-05-31,36.52,24.17,56.9,0.97,2.76,162.2,32.13,96.69,SAMANKO
2011-06-01,38.81,25.92,52.0,1.71,3.07,156.7,33.38,96.5,SAMANKO
2011-06-02,32.67,25.86,63.36,1.78,3.53,219.0,29.71,96.5,SAMANKO
2011-06-03,29.34,24.77,68.6,0.78,4.15,220.0,27.95,96.6,SAMANKO
2011-06-04,34.91,23.67,58.52,1.19,2.97,241.2,30.28,96.49,SAMANKO
2011-06-05,32.7,24.63,65.96,2.32,3.98,217.7,29.32,96.58,SAMANKO
2011-06-06,34.92,23.8,61.03,1.1,3.46,227.2,30.65,96.69,SAMANKO
2011-06-07,37.48,24.23,53.13,1.63,2.4,275.8,32.85,96.65,SAMANKO
2011-06-08,35.65,24.95,56.9,1.25,3.47,216.3,31.65,96.67,SAMANKO
2011-06-09,33.39,24.91,64.35,3.37,3.24,219.2,29.63,96.85,SAMANKO
2011-06-10,34.1,24.28,63.02,2.95,2.79,278.9,29.2,96.72,SAMANKO
2011-06-11,39.92,24.16,51.31,1.8,3.3,204.9,32.93,96.56,SAMANKO
2011-06-12,36.66,23.53,62.12,5.41,3.54,193.7,30.99,96.64,SAMANKO
2011-06-13,36.33,23.82,59.02,2.48,3.73,164.0,31.1,96.79,SAMANKO
2011-06-14,36.4,23.99,56.11,1.66,3.01,174.5,31.88,96.74,SAMANKO
2011-06-15,36.5,24.7,58.48,7.17,1.94,177.7,32.09,96.64,SAMANKO
2011-06-16,37.65,24.41,59.68,3.86,2.85,139.7,31.91,96.55,SAMANKO
2011-06-17,34.68,25.07,63.74,4.01,3.14,209.9,30.33,96.63,SAMANKO
2011-06-18,32.79,24.17,67.08,6.67,3.84,230.0,29.21,96.67,SAMANKO
2011-06-19,34.69,23.81,65.56,10.2,2.86,177.3,29.97,96.62,SAMANKO
2011-06-20,32.71,24.18,71.36,6.81,2.31,198.6,28.63,96.67,SAMANKO
2011-06-21,33.46,24.22,69.63,6.06,2.82,265.9,28.9,96.7,SAMANKO
2011-06-22,32.84,23.74,72.1,6.79,3.4,277.4,28.4,96.67,SAMANKO
2011-06-23,33.07,23.91,71.16,6.15,2.78,234.3,28.81,96.55,SAMANKO
2011-06-24,33.48,23.25,69.77,3.35,3.39,199.6,28.93,96.57,SAMANKO
2011-06-25,32.02,23.04,70.29,4.27,2.36,166.9,28.07,96.78,SAMANKO
2011-06-26,32.95,22.53,68.31,4.67,2.73,182.9,28.61,96.78,SAMANKO
2011-06-27,34.23,22.97,68.31,4.71,2.87,273.7,28.88,96.66,SAMANKO
2011-06-28,32.15,23.4,68.81,2.5,2.84,241.3,28.31,96.63,SAMANKO
2011-06-29,33.03,22.44,68.37,2.89,2.75,242.8,28.95,96.55,SAMANKO
2011-06-30,30.24,23.82,77.19,10.52,2.14,214.6,27.05,96.62,SAMANKO
2011-07-01,31.66,22.79,71.18,1.02,3.01,152.5,27.8,96.73,SAMANKO
2011-07-02,34.04,21.9,68.48,5.0,2.49,157.3,29.12,96.72,SAMANKO
2011-07-03,34.68,22.99,70.93,26.05,2.53,280.8,29.01,96.54,SAMANKO
2011-07-04,28.2,23.39,86.15,16.91,2.53,208.7,25.57,96.65,SAMANKO
2011-07-05,30.79,22.32,76.12,1.08,2.69,187.9,27.01,96.93,SAMANKO
2011-07-06,33.93,22.75,70.27,1.94,2.64,180.9,28.49,96.79,SAMANKO
2011-07-07,32.74,23.59,70.67,3.76,2.36,238.6,28.51,96.57,SAMANKO
2011-07-08,33.97,22.84,70.39,2.76,3.32,218.8,28.92,96.55,SAMANKO
2011-07-09,31.21,23.28,75.42,2.52,3.02,240.3,27.31,96.72,SAMANKO
2011-07-10,30.51,21.99,80.22,11.88,2.79,288.6,26.26,96.74,SAMANKO
2011-07-11,26.69,22.56,88.35,33.92,2.48,295.7,24.39,96.72,SAMANKO
2011-07-12,28.31,21.33,82.14,19.47,1.79,335.0,24.96,96.72,SAMANKO
2011-07-13,30.94,21.11,79.49,11.05,1.83,194.6,26.69,96.61,SAMANKO
2011-07-14,28.82,23.16,82.07,6.52,1.91,209.1,25.5,96.59,SAMANKO
2011-07-15,29.33,21.44,80.87,2.35,3.03,143.9,25.77,96.7,SAMANKO
2011-07-16,30.45,22.0,80.8,1.05,1.99,152.0,26.35,96.8,SAMANKO
2011-07-17,29.37,22.47,79.02,2.93,2.03,129.1,26.22,96.74,SAMANKO
2011-07-18,29.56,22.36,81.86,2.64,2.74,187.8,26.01,96.81,SAMANKO
2011-07-19,31.33,22.6,73.61,1.43,1.51,246.4,27.31,96.83,SAMANKO
2011-07-20,33.39,22.16,73.42,4.53,1.93,254.3,28.42,96.75,SAMANKO
2011-07-21,30.36,23.43,82.65,6.05,3.42,264.5,26.42,96.72,SAMANKO
2011-07-22,29.71,22.97,83.59,6.49,4.56,272.6,25.87,96.68,SAMANKO
2011-07-23,28.37,22.62,85.76,6.42,3.1,238.6,25.44,96.71,SAMANKO
2011-07-24,30.01,22.58,81.47,6.28,1.94,204.9,26.47,96.78,SAMANKO
2011-07-25,28.53,22.66,86.26,14.32,2.95,240.1,25.38,96.66,SAMANKO
2011-07-26,27.16,22.58,88.69,19.68,2.58,274.6,24.45,96.62,SAMANKO
2011-07-27,26.59,21.66,84.6,12.02,1.51,302.5,24.12,96.67,SAMANKO
2011-07-28,30.09,20.57,78.52,6.22,1.53,4.3,25.94,96.63,SAMANKO
2011-07-29,31.18,22.4,81.22,9.99,2.42,278.5,26.79,96.48,SAMANKO
2011-07-30,27.3,23.24,92.05,11.87,2.72,234.5,24.88,96.51,SAMANKO
2011-07-31,26.96,22.49,90.18,8.94,2.01,184.9,24.52,96.61,SAMANKO
2011-08-01,29.45,22.06,83.92,8.75,2.4,302.3,25.3,96.62,SAMANKO
2011-08-02,29.84,22.3,81.51,7.06,1.73,43.6,26.04,96.58,SAMANKO
2011-08-03,31.42,23.03,79.06,9.79,1.84,203.9,27.08,96.69,SAMANKO
2011-08-04,28.88,23.14,87.41,27.82,2.3,236.5,25.67,96.83,SAMANKO
2011-08-05,28.74,22.25,88.25,9.89,3.5,221.7,25.21,96.78,SAMANKO
2011-08-06,28.87,21.77,83.72,10.31,2.94,252.0,25.33,96.78,SAMANKO
2011-08-07,26.65,22.32,90.48,16.98,2.72,272.0,24.18,96.76,SAMANKO
2011-08-08,29.34,21.67,84.83,10.45,1.71,65.5,25.73,96.77,SAMANKO
2011-08-09,28.98,23.28,82.82,2.4,1.44,62.6,25.66,96.73,SAMANKO
2011-08-10,29.18,22.41,81.07,1.43,2.23,160.1,25.59,96.67,SAMANKO
2011-08-11,31.33,22.3,80.02,1.55,2.47,233.4,26.95,96.66,SAMANKO
2011-08-12,29.09,23.28,87.82,3.09,2.77,271.0,25.54,96.6,SAMANKO
2011-08-13,28.82,21.93,86.35,2.02,2.79,259.7,25.29,96.41,SAMANKO
2011-08-14,30.04,21.51,83.47,10.87,1.71,260.2,26.14,96.47,SAMANKO
2011-08-15,28.86,23.05,83.77,8.9,1.59,246.0,25.77,96.6,SAMANKO
2011-08-16,27.81,22.65,86.85,9.97,2.02,283.3,25.02,96.63,SAMANKO
2011-08-17,29.54,21.84,85.96,14.24,1.9,152.7,25.63,96.48,SAMANKO
2011-08-18,28.49,21.96,87.94,22.17,3.61,204.2,24.98,96.5,SAMANKO
2011-08-19,25.69,22.12,91.86,14.3,3.65,256.8,23.44,96.61,SAMANKO
2011-08-20,27.28,21.67,91.57,19.44,2.61,283.2,23.99,96.59,SAMANKO
2011-08-21,27.5,21.56,91.1,23.73,1.83,161.8,24.06,96.53,SAMANKO
2011-08-22,28.1,21.36,89.02,8.51,2.34,212.9,24.62,96.53,SAMANKO
2011-08-23,28.16,21.9,90.75,19.56,2.09,238.9,24.84,96.73,SAMANKO
2011-08-24,25.19,21.79,94.94,11.1,2.24,211.9,23.42,96.81,SAMANKO
2011-08-25,29.03,20.76,83.42,2.6,1.55,281.2,25.12,96.93,SAMANKO
2011-08-26,29.29,21.52,82.74,2.84,1.9,317.5,25.57,96.85,SAMANKO
2011-08-27,28.42,23.01,81.99,4.73,1.62,206.2,25.36,96.73,SAMANKO
2011-08-28,27.99,22.27,86.48,4.08,2.35,185.2,24.81,96.77,SAMANKO
2011-08-29,27.02,21.89,90.33,19.07,2.28,286.6,24.07,96.82,SAMANKO
